,Latency,Time
97,0.004695226615524007,485
98,0.003040476950713128,490
99,0.010463412581992088,490
100,0.0029135614978185913,500
101,0.01167404240263204,500
102,0.003235719827329376,505
103,0.010500051924684159,510
104,0.004265008465425126,520
105,0.0033338234803450177,520
106,0.0027753612179767517,530
107,0.004643107899553797,535
108,0.004573528994636944,540
109,0.005554059453717855,540
110,0.004324836553836576,550
111,0.0031943360107234186,555
112,0.0030545346570725086,560
113,0.003594675568641833,565
114,0.006414404763898346,570
115,0.0028974315072700847,575
116,0.0053635229215888095,580
117,0.00537302529848057,585
118,0.03408319553272486,590
119,0.007667942270032653,595
120,0.005635158413455429,595
121,0.025780495257895383,600
122,0.015869440556733026,610
123,0.005862229532400306,610
124,0.0030968189369486934,615
125,0.00451250360825361,620
126,0.011254609181907656,625
127,0.004375877081371073,630
128,0.003987031062280948,640
129,0.015636005850461515,640
130,0.009029289418211194,645
131,0.004184562351532804,655
132,0.006177981962535341,655
133,0.01823160929657752,665
134,0.004503033528990273,665
135,0.011917987345308577,670
136,0.009276061684626257,675
137,0.010834673439216205,685
138,0.011080629826759834,690
139,0.0064379104140716665,690
140,0.004084685156225533,695
141,0.0031691184092123878,700
142,0.007844395863781757,705
143,0.022009297700393293,715
144,0.0035478296926103213,720
145,0.006361638775069877,720
146,0.005781875859560387,730
147,0.00362292815969704,735
148,0.005369527580993236,740
149,0.007780987818921859,745
150,0.0034194558088347553,745
151,0.004106713933939318,750
152,0.0031458595462554514,755
153,0.005114509561215527,760
154,0.0036318240777709434,770
155,0.00634133987592577,770
156,0.010946314630138659,775
157,0.003535079635184957,785
158,0.004699206052500813,785
159,0.005165227608502392,795
160,0.004328133639273802,800
161,0.0042299533979239645,800
162,0.008327371301462336,810
163,0.012131415653744626,810
164,0.014055929457503225,815
165,0.019944258391611583,820
166,0.005477901437730907,825
167,0.00821679553480317,830
168,0.0028297308782912296,840
169,0.004146482164776899,845
170,0.013986743078479776,850
171,0.006401931355256239,855
172,0.003082638447323916,855
173,0.00743023498540606,865
174,0.005426746733315668,865
175,0.004774590013765192,870
176,0.0032664435250571843,880
177,0.0030789601025808227,880
178,0.016421563927040552,885
179,0.006248226286497811,895
180,0.006693981551952676,900
181,0.0035838071213383955,900
182,0.003394758478010772,905
183,0.0067510337498606545,915
184,0.005904524952715292,920
185,0.0048686098387297535,925
186,0.003489609190444753,930
187,0.0031741347637180297,930
188,0.003459185756275474,940
189,0.008431011708011285,945
190,0.006797236900554709,945
191,0.007402811609428682,955
192,0.0027003581649569243,960
193,0.00479986811566414,965
194,0.003287433225152199,970
195,0.0129063272947933,975
196,0.023776861114758505,975
197,0.003602869277890932,980
198,0.016118127446839936,985
199,0.017900123638528387,995
200,0.00589190493235401,995
201,0.015382803719556252,1005
202,0.0032793982416787913,1010
203,0.004832503369936604,1015
204,0.013519965895819042,1020
205,0.009449930652814147,1020
206,0.004928940659861837,1030
207,0.004331995153110256,1030
208,0.0036969577717827634,1040
209,0.004490649450710408,1045
210,0.011489685586753695,1050
211,0.004410076868585747,1055
212,0.008605621486065501,1055
213,0.022148003320999126,1065
214,0.011031407835693244,1065
215,0.014009959966617316,1075
216,0.011838116329201512,1080
217,0.0061995431505802116,1080
218,0.023961861091778704,1090
219,0.003931388987022728,1095
220,0.008009441305515792,1095
