,Unnamed: 0,Unnamed: 0.1,RTT,Timestamp,New-RTT,Old-RTT
111,111,111,0.001,555,0.003,0.002
112,112,112,0.001,560,0.003,0.002
113,113,113,0.002,565,0.004,0.002
114,114,114,0.001,570,0.003,0.002
115,115,115,0.001,575,0.003,0.002
116,116,116,0.001,575,0.003,0.002
117,117,117,0.001,585,0.008,0.007
118,118,118,0.015,585,0.079,0.064
119,119,119,0.002,595,0.004,0.002
120,120,120,0.001,600,0.003,0.002
121,121,121,0.001,600,0.024000000000000004,0.023000000000000003
122,122,122,0.001,605,0.017,0.016
123,123,123,0.001,615,0.003,0.002
124,124,124,0.001,620,0.003,0.002
125,125,125,0.002,620,0.004,0.002
126,126,126,0.001,625,0.003,0.002
127,127,127,0.016,630,0.018000000000000002,0.002
128,128,128,0.001,640,0.003,0.002
129,129,129,0.002,645,0.014,0.012
130,130,130,0.025,650,0.038000000000000006,0.013000000000000001
131,131,131,0.001,655,0.004,0.003
132,132,132,0.002,660,0.009000000000000001,0.007
133,133,133,0.008,665,0.011,0.003
134,134,134,0.002,670,0.004,0.002
135,135,135,0.001,675,0.004,0.003
136,136,136,0.001,680,0.005,0.004
137,137,137,0.016,680,0.026000000000000002,0.010000000000000002
138,138,138,0.002,685,0.020000000000000004,0.018000000000000002
139,139,139,0.001,695,0.006,0.005
140,140,140,0.002,695,0.006,0.004
141,141,141,0.001,700,0.003,0.002
142,142,142,0.001,710,0.003,0.002
143,143,143,0.001,715,0.037000000000000005,0.036000000000000004
144,144,144,0.001,720,0.003,0.002
145,145,145,0.002,720,0.008,0.006
146,146,146,0.024,725,0.026000000000000002,0.002
147,147,147,0.006,730,0.008,0.002
148,148,148,0.003,740,0.005,0.002
149,149,149,0.002,740,0.005,0.003
150,150,150,0.001,750,0.003,0.002
151,151,151,0.001,755,0.004,0.003
152,152,152,0.002,755,0.004,0.002
153,153,153,0.002,765,0.004,0.002
154,154,154,0.001,770,0.004,0.003
155,155,155,0.001,770,0.010000000000000002,0.009000000000000001
156,156,156,0.001,775,0.003,0.002
157,157,157,0.002,785,0.004,0.002
158,158,158,0.001,785,0.005,0.004
159,159,159,0.001,790,0.003,0.002
160,160,160,0.002,795,0.004,0.002
161,161,161,0.001,800,0.003,0.002
162,162,162,0.001,810,0.003,0.002
163,163,163,0.001,815,0.003,0.002
164,164,164,0.001,820,0.022000000000000002,0.021
165,165,165,0.01,825,0.022,0.012
166,166,166,0.001,825,0.003,0.002
167,167,167,0.002,835,0.012000000000000002,0.010000000000000002
168,168,168,0.001,835,0.003,0.002
169,169,169,0.001,840,0.004,0.003
170,170,170,0.001,845,0.019000000000000003,0.018000000000000002
171,171,171,0.002,850,0.01,0.008
172,172,172,0.002,855,0.004,0.002
173,173,173,0.001,860,0.003,0.002
174,174,174,0.001,865,0.003,0.002
175,175,175,0.001,875,0.004,0.003
176,176,176,0.001,875,0.003,0.002
177,177,177,0.001,885,0.003,0.002
178,178,178,0.002,885,0.031,0.029
179,179,179,0.001,895,0.003,0.002
180,180,180,0.001,900,0.003,0.002
181,181,181,0.001,900,0.003,0.002
182,182,182,0.002,910,0.004,0.002
183,183,183,0.001,915,0.003,0.002
184,184,184,0.001,920,0.008,0.007
185,185,185,0.001,925,0.003,0.002
186,186,186,0.001,925,0.003,0.002
187,187,187,0.001,930,0.003,0.002
188,188,188,0.028,940,0.031,0.003
189,189,189,0.001,940,0.011000000000000003,0.010000000000000002
190,190,190,0.001,950,0.004,0.003
191,191,191,0.002,950,0.008,0.006
192,192,192,0.009000000000000001,955,0.011000000000000001,0.002
193,193,193,0.002,965,0.004,0.002
194,194,194,0.002,965,0.004,0.002
195,195,195,0.001,970,0.006,0.005
196,196,196,0.001,980,0.037000000000000005,0.036000000000000004
197,197,197,0.001,985,0.003,0.002
198,198,198,0.001,985,0.025,0.024
199,199,199,0.002,995,0.032,0.030000000000000002
200,200,200,0.001,1000,0.008,0.007
201,201,201,0.001,1005,0.028000000000000004,0.027000000000000003
202,202,202,0.001,1010,0.003,0.002
203,203,203,0.001,1015,0.003,0.002
204,204,204,0.001,1020,0.006,0.005
205,205,205,0.001,1025,0.003,0.002
206,206,206,0.002,1025,0.004,0.002
207,207,207,0.002,1035,0.004,0.002
208,208,208,0.001,1040,0.003,0.002
209,209,209,0.001,1045,0.003,0.002
210,210,210,0.001,1045,0.009000000000000001,0.008
211,211,211,0.008,1050,0.01,0.002
212,212,212,0.001,1055,0.012,0.011
213,213,213,0.008,1065,0.037,0.028999999999999998
214,214,214,0.001,1070,0.005,0.004
215,215,215,0.001,1070,0.003,0.002
216,216,216,0.002,1080,0.005,0.003
217,217,217,0.002,1080,0.008,0.006
218,218,218,0.001,1090,0.009000000000000001,0.008
219,219,219,0.016,1090,0.02,0.004
220,220,220,0.001,1100,0.003,0.002
